업종,시도,시군구,당월,전월,전년동월
구내식당,전라남도,보성군,15,15,18
구내식당,전라남도,화순군,15,15,17
구내식당,전라남도,장흥군,22,22,22
구내식당,전라남도,강진군,14,14,14
구내식당,전라남도,해남군,14,14,17
구내식당,전라남도,영암군,32,33,34
구내식당,전라남도,무안군,20,20,21
구내식당,전라남도,함평군,10,11,13
구내식당,전라남도,영광군,11,11,10
구내식당,전라남도,장성군,16,16,16
구내식당,전라남도,완도군,15,16,15
구내식당,전라남도,진도군,9,9,10
구내식당,전라남도,신안군,16,16,16
구내식당,대구광역시,중구,59,58,61
구내식당,대구광역시,동구,109,109,111
구내식당,대구광역시,서구,66,67,70
구내식당,대구광역시,남구,46,46,54
구내식당,대구광역시,북구,143,143,151
구내식당,대구광역시,수성구,82,82,94
구내식당,대구광역시,달서구,254,252,256
구내식당,대구광역시,달성군,75,74,80
구내식당,경상북도,포항시 남구,77,77,79
구내식당,경상북도,포항시 북구,71,70,75
구내식당,경상북도,경주시,134,133,143
구내식당,경상북도,김천시,188,190,199
구내식당,경상북도,안동시,40,40,40
구내식당,경상북도,구미시,267,264,273
구내식당,경상북도,영주시,33,33,31
구내식당,경상북도,영천시,63,64,62
구내식당,경상북도,상주시,47,47,45
구내식당,경상북도,문경시,33,33,33
구내식당,경상북도,경산시,84,85,86
구내식당,경상북도,군위군,10,10,10
구내식당,경상북도,의성군,20,20,22
구내식당,경상북도,청송군,5,5,5
구내식당,경상북도,영양군,8,8,8
구내식당,경상북도,영덕군,16,16,19
구내식당,경상북도,청도군,18,18,20
구내식당,경상북도,고령군,12,12,14
구내식당,경상북도,성주군,22,23,23
구내식당,경상북도,칠곡군,51,51,57
구내식당,경상북도,예천군,11,11,10
구내식당,경상북도,봉화군,11,11,11
구내식당,경상북도,울진군,10,10,10
구내식당,경상북도,울릉군,5,5,5
구내식당,부산광역시,중구,53,53,61
구내식당,부산광역시,서구,45,46,48
구내식당,부산광역시,동구,37,38,40
구내식당,부산광역시,영도구,61,61,63
구내식당,부산광역시,부산진구,124,124,127
구내식당,부산광역시,동래구,65,65,69
구내식당,부산광역시,남구,77,81,86
구내식당,부산광역시,북구,31,31,36
구내식당,부산광역시,해운대구,161,161,172
구내식당,부산광역시,사하구,138,138,157
구내식당,부산광역시,금정구,94,95,102
구내식당,부산광역시,강서구,231,230,228
구내식당,부산광역시,연제구,53,53,55
구내식당,부산광역시,수영구,35,36,38
구내식당,부산광역시,사상구,89,90,99
구내식당,부산광역시,기장군,43,43,43
구내식당,울산광역시,중구,46,45,47
구내식당,울산광역시,남구,146,145,152
구내식당,울산광역시,동구,59,57,61
구내식당,울산광역시,북구,68,67,73
구내식당,울산광역시,울주군,90,90,86
구내식당,경상남도,창원시 의창구,163,163,173
구내식당,경상남도,창원시 성산구,203,200,211
구내식당,경상남도,창원시 마산합포구,98,97,104
구내식당,경상남도,창원시 마산회원구,95,96,96
구내식당,경상남도,창원시 진해구,52,52,59
구내식당,경상남도,진주시,162,160,174
구내식당,경상남도,통영시,39,40,43
구내식당,경상남도,사천시,55,55,55
구내식당,경상남도,김해시,344,347,355
구내식당,경상남도,밀양시,37,37,38
구내식당,경상남도,거제시,61,61,73
구내식당,경상남도,양산시,194,193,200
구내식당,경상남도,의령군,19,19,21
구내식당,경상남도,함안군,80,79,79
구내식당,경상남도,창녕군,36,37,40
구내식당,경상남도,고성군,17,17,17
구내식당,경상남도,남해군,6,5,7
구내식당,경상남도,하동군,16,16,16
구내식당,경상남도,산청군,18,18,19
구내식당,경상남도,함양군,12,12,13
구내식당,경상남도,거창군,19,19,18
구내식당,경상남도,합천군,8,7,9
구내식당,제주특별자치도,제주시,107,106,115
구내식당,제주특별자치도,서귀포시,42,43,45
기술및직업훈련학원,서울특별시,종로구,192,186,163
기술및직업훈련학원,서울특별시,중구,88,90,86
기술및직업훈련학원,서울특별시,용산구,83,78,65
기술및직업훈련학원,서울특별시,성동구,120,117,110
기술및직업훈련학원,서울특별시,광진구,111,112,97
기술및직업훈련학원,서울특별시,동대문구,99,96,80
기술및직업훈련학원,서울특별시,중랑구,69,69,57
기술및직업훈련학원,서울특별시,성북구,104,104,94
기술및직업훈련학원,서울특별시,강북구,54,54,45
기술및직업훈련학원,서울특별시,도봉구,72,70,61
기술및직업훈련학원,서울특별시,노원구,96,90,79
기술및직업훈련학원,서울특별시,은평구,116,115,91
기술및직업훈련학원,서울특별시,서대문구,107,105,108
기술및직업훈련학원,서울특별시,마포구,230,224,202
기술및직업훈련학원,서울특별시,양천구,109,105,91
기술및직업훈련학원,서울특별시,강서구,175,174,157
기술및직업훈련학원,서울특별시,구로구,122,126,115
기술및직업훈련학원,서울특별시,금천구,77,77,77
기술및직업훈련학원,서울특별시,영등포구,242,244,210
기술및직업훈련학원,서울특별시,동작구,116,114,100
기술및직업훈련학원,서울특별시,관악구,140,138,122
기술및직업훈련학원,서울특별시,서초구,317,315,283
기술및직업훈련학원,서울특별시,강남구,441,429,394
기술및직업훈련학원,서울특별시,송파구,202,202,195
기술및직업훈련학원,서울특별시,강동구,105,102,94
기술및직업훈련학원,인천광역시,중구,36,35,32
기술및직업훈련학원,인천광역시,동구,17,17,18
기술및직업훈련학원,인천광역시,미추홀구,100,99,93
기술및직업훈련학원,인천광역시,연수구,99,99,79
기술및직업훈련학원,인천광역시,남동구,140,139,119
기술및직업훈련학원,인천광역시,부평구,120,115,105
기술및직업훈련학원,인천광역시,계양구,47,46,43
기술및직업훈련학원,인천광역시,서구,119,117,103
기술및직업훈련학원,인천광역시,강화군,12,12,10
기술및직업훈련학원,인천광역시,옹진군,*,*,*
기술및직업훈련학원,경기도,수원시 장안구,82,80,69
기술및직업훈련학원,경기도,수원시 권선구,88,87,74
기술및직업훈련학원,경기도,수원시 팔달구,147,150,131
기술및직업훈련학원,경기도,수원시 영통구,103,102,88
기술및직업훈련학원,경기도,성남시 수정구,68,69,52
기술및직업훈련학원,경기도,성남시 중원구,53,51,54
기술및직업훈련학원,경기도,성남시 분당구,195,187,171
기술및직업훈련학원,경기도,의정부시,146,143,134
기술및직업훈련학원,경기도,안양시 만안구,65,64,60
기술및직업훈련학원,경기도,안양시 동안구,103,99,104
기술및직업훈련학원,경기도,부천시,239,234,218
기술및직업훈련학원,경기도,광명시,81,83,72
기술및직업훈련학원,경기도,평택시,131,131,114
기술및직업훈련학원,경기도,동두천시,28,29,17
기술및직업훈련학원,경기도,안산시 상록구,87,87,66
기술및직업훈련학원,경기도,안산시 단원구,119,120,104
기술및직업훈련학원,경기도,고양시 덕양구,124,122,101
기술및직업훈련학원,경기도,고양시 일산동구,141,138,123
기술및직업훈련학원,경기도,고양시 일산서구,87,87,71
기술및직업훈련학원,경기도,과천시,13,14,11
기술및직업훈련학원,경기도,구리시,51,47,42
기술및직업훈련학원,경기도,남양주시,190,187,145
기술및직업훈련학원,경기도,오산시,43,42,35
기술및직업훈련학원,경기도,시흥시,138,134,102
기술및직업훈련학원,경기도,군포시,75,72,64
기술및직업훈련학원,경기도,의왕시,32,32,29
기술및직업훈련학원,경기도,하남시,84,81,51
기술및직업훈련학원,경기도,용인시 처인구,74,72,59
기술및직업훈련학원,경기도,용인시 기흥구,114,113,93
기술및직업훈련학원,경기도,용인시 수지구,109,103,85
기술및직업훈련학원,경기도,파주시,128,125,106
기술및직업훈련학원,경기도,이천시,54,53,45
기술및직업훈련학원,경기도,안성시,32,31,26
기술및직업훈련학원,경기도,김포시,131,125,105
기술및직업훈련학원,경기도,화성시,224,218,171
기술및직업훈련학원,경기도,광주시,79,79,69
기술및직업훈련학원,경기도,양주시,56,52,44
기술및직업훈련학원,경기도,포천시,37,35,28
기술및직업훈련학원,경기도,여주시,28,27,28
기술및직업훈련학원,경기도,연천군,8,8,5
기술및직업훈련학원,경기도,가평군,20,18,16
기술및직업훈련학원,경기도,양평군,41,40,26
기술및직업훈련학원,강원도,춘천시,105,108,95
기술및직업훈련학원,강원도,원주시,126,121,101
기술및직업훈련학원,강원도,강릉시,91,86,78
기술및직업훈련학원,강원도,동해시,34,34,29
기술및직업훈련학원,강원도,태백시,18,17,13
기술및직업훈련학원,강원도,속초시,23,23,17
기술및직업훈련학원,강원도,삼척시,17,16,17
기술및직업훈련학원,강원도,홍천군,18,18,15
기술및직업훈련학원,강원도,횡성군,3,4,4
기술및직업훈련학원,강원도,영월군,6,6,5
기술및직업훈련학원,강원도,평창군,5,4,*
기술및직업훈련학원,강원도,정선군,4,4,4
기술및직업훈련학원,강원도,철원군,16,17,12
기술및직업훈련학원,강원도,화천군,5,5,6
기술및직업훈련학원,강원도,양구군,5,6,6
기술및직업훈련학원,강원도,인제군,7,7,6
기술및직업훈련학원,강원도,고성군,8,7,5
기술및직업훈련학원,강원도,양양군,9,9,6
기술및직업훈련학원,대전광역시,동구,52,53,50
기술및직업훈련학원,대전광역시,중구,112,111,111
기술및직업훈련학원,대전광역시,서구,213,205,184
기술및직업훈련학원,대전광역시,유성구,118,117,99
기술및직업훈련학원,대전광역시,대덕구,42,44,37
기술및직업훈련학원,충청북도,청주시 상당구,79,79,66
기술및직업훈련학원,충청북도,청주시 서원구,51,48,43
기술및직업훈련학원,충청북도,청주시 흥덕구,78,77,69
기술및직업훈련학원,충청북도,청주시 청원구,41,38,31
기술및직업훈련학원,충청북도,충주시,61,61,59
기술및직업훈련학원,충청북도,제천시,34,34,33
기술및직업훈련학원,충청북도,보은군,4,4,*
기술및직업훈련학원,충청북도,옥천군,15,14,15
기술및직업훈련학원,충청북도,영동군,15,15,13
기술및직업훈련학원,충청북도,증평군,9,9,7
기술및직업훈련학원,충청북도,진천군,22,23,20
기술및직업훈련학원,충청북도,괴산군,7,5,4
기술및직업훈련학원,충청북도,음성군,16,16,16
기술및직업훈련학원,충청북도,단양군,10,9,7
기술및직업훈련학원,충청남도,천안시 동남구,95,97,86
기술및직업훈련학원,충청남도,천안시 서북구,117,112,96
기술및직업훈련학원,충청남도,공주시,31,31,26
기술및직업훈련학원,충청남도,보령시,40,42,37
기술및직업훈련학원,충청남도,아산시,88,88,79
기술및직업훈련학원,충청남도,서산시,47,46,42
기술및직업훈련학원,충청남도,논산시,37,34,34
기술및직업훈련학원,충청남도,계룡시,12,12,12
기술및직업훈련학원,충청남도,당진시,46,47,40
기술및직업훈련학원,충청남도,금산군,13,13,12
기술및직업훈련학원,충청남도,부여군,19,19,16
기술및직업훈련학원,충청남도,서천군,7,7,6
기술및직업훈련학원,충청남도,청양군,3,3,4
기술및직업훈련학원,충청남도,홍성군,44,43,31
기술및직업훈련학원,충청남도,예산군,20,19,19
기술및직업훈련학원,충청남도,태안군,9,9,7
기술및직업훈련학원,세종특별자치시,세종시,133,134,119
기술및직업훈련학원,광주광역시,동구,76,79,73
기술및직업훈련학원,광주광역시,서구,120,117,107
기술및직업훈련학원,광주광역시,남구,68,68,71
기술및직업훈련학원,광주광역시,북구,180,184,162
기술및직업훈련학원,광주광역시,광산구,112,110,99
기술및직업훈련학원,전라북도,전주시 완산구,143,144,133
기술및직업훈련학원,전라북도,전주시 덕진구,117,115,107
기술및직업훈련학원,전라북도,군산시,84,80,78
기술및직업훈련학원,전라북도,익산시,80,79,67
기술및직업훈련학원,전라북도,정읍시,32,32,29
기술및직업훈련학원,전라북도,남원시,25,25,23
기술및직업훈련학원,전라북도,김제시,19,20,14
기술및직업훈련학원,전라북도,완주군,30,31,20
기술및직업훈련학원,전라북도,진안군,3,3,3
기술및직업훈련학원,전라북도,무주군,6,5,4
기술및직업훈련학원,전라북도,장수군,*,*,3
기술및직업훈련학원,전라북도,임실군,9,9,9
기술및직업훈련학원,전라북도,순창군,9,8,7
기술및직업훈련학원,전라북도,고창군,17,17,17
