업종,시도,시군구,당월,전월,전년동월
교습소ㆍ공부방,경기도,고양시 덕양구,355,346,327
교습소ㆍ공부방,경기도,고양시 일산동구,319,315,275
교습소ㆍ공부방,경기도,고양시 일산서구,408,396,341
교습소ㆍ공부방,경기도,과천시,80,78,68
교습소ㆍ공부방,경기도,구리시,197,190,160
교습소ㆍ공부방,경기도,남양주시,623,618,467
교습소ㆍ공부방,경기도,오산시,138,129,102
교습소ㆍ공부방,경기도,시흥시,318,314,218
교습소ㆍ공부방,경기도,군포시,219,220,204
교습소ㆍ공부방,경기도,의왕시,123,124,97
교습소ㆍ공부방,경기도,하남시,224,218,165
교습소ㆍ공부방,경기도,용인시 처인구,178,171,126
교습소ㆍ공부방,경기도,용인시 기흥구,454,451,359
교습소ㆍ공부방,경기도,용인시 수지구,370,357,290
교습소ㆍ공부방,경기도,파주시,415,401,319
교습소ㆍ공부방,경기도,이천시,138,134,104
교습소ㆍ공부방,경기도,안성시,142,140,106
교습소ㆍ공부방,경기도,김포시,503,472,346
교습소ㆍ공부방,경기도,화성시,690,664,506
교습소ㆍ공부방,경기도,광주시,255,251,198
교습소ㆍ공부방,경기도,양주시,160,148,117
교습소ㆍ공부방,경기도,포천시,49,46,35
교습소ㆍ공부방,경기도,여주시,55,52,36
교습소ㆍ공부방,경기도,연천군,16,16,14
교습소ㆍ공부방,경기도,가평군,28,29,25
교습소ㆍ공부방,경기도,양평군,80,79,66
교습소ㆍ공부방,강원도,춘천시,256,246,209
교습소ㆍ공부방,강원도,원주시,291,282,209
교습소ㆍ공부방,강원도,강릉시,205,204,174
교습소ㆍ공부방,강원도,동해시,97,96,78
교습소ㆍ공부방,강원도,태백시,24,26,25
교습소ㆍ공부방,강원도,속초시,66,63,49
교습소ㆍ공부방,강원도,삼척시,44,43,37
교습소ㆍ공부방,강원도,홍천군,23,21,18
교습소ㆍ공부방,강원도,횡성군,14,14,13
교습소ㆍ공부방,강원도,영월군,30,31,31
교습소ㆍ공부방,강원도,평창군,20,19,17
교습소ㆍ공부방,강원도,정선군,15,15,13
교습소ㆍ공부방,강원도,철원군,26,26,23
교습소ㆍ공부방,강원도,화천군,10,10,10
교습소ㆍ공부방,강원도,양구군,4,4,5
교습소ㆍ공부방,강원도,인제군,16,16,11
교습소ㆍ공부방,강원도,고성군,7,7,8
교습소ㆍ공부방,강원도,양양군,19,18,14
교습소ㆍ공부방,대전광역시,동구,149,142,132
교습소ㆍ공부방,대전광역시,중구,159,156,147
교습소ㆍ공부방,대전광역시,서구,629,619,554
교습소ㆍ공부방,대전광역시,유성구,462,458,440
교습소ㆍ공부방,대전광역시,대덕구,115,114,113
교습소ㆍ공부방,충청북도,청주시 상당구,163,161,107
교습소ㆍ공부방,충청북도,청주시 서원구,168,167,133
교습소ㆍ공부방,충청북도,청주시 흥덕구,239,233,169
교습소ㆍ공부방,충청북도,청주시 청원구,161,154,103
교습소ㆍ공부방,충청북도,충주시,149,147,111
교습소ㆍ공부방,충청북도,제천시,87,86,76
교습소ㆍ공부방,충청북도,보은군,11,11,11
교습소ㆍ공부방,충청북도,옥천군,14,14,13
교습소ㆍ공부방,충청북도,영동군,17,17,17
교습소ㆍ공부방,충청북도,증평군,14,14,12
교습소ㆍ공부방,충청북도,진천군,39,38,26
교습소ㆍ공부방,충청북도,괴산군,10,10,11
교습소ㆍ공부방,충청북도,음성군,32,32,31
교습소ㆍ공부방,충청북도,단양군,11,11,9
교습소ㆍ공부방,충청남도,천안시 동남구,152,151,137
교습소ㆍ공부방,충청남도,천안시 서북구,316,308,250
교습소ㆍ공부방,충청남도,공주시,58,58,52
교습소ㆍ공부방,충청남도,보령시,90,90,74
교습소ㆍ공부방,충청남도,아산시,177,179,148
교습소ㆍ공부방,충청남도,서산시,164,163,161
교습소ㆍ공부방,충청남도,논산시,75,76,63
교습소ㆍ공부방,충청남도,계룡시,46,45,33
교습소ㆍ공부방,충청남도,당진시,109,105,81
교습소ㆍ공부방,충청남도,금산군,19,19,19
교습소ㆍ공부방,충청남도,부여군,12,12,12
교습소ㆍ공부방,충청남도,서천군,20,20,20
교습소ㆍ공부방,충청남도,청양군,12,12,12
교습소ㆍ공부방,충청남도,홍성군,114,110,90
교습소ㆍ공부방,충청남도,예산군,29,29,22
교습소ㆍ공부방,충청남도,태안군,22,22,18
교습소ㆍ공부방,세종특별자치시,세종시,373,360,267
교습소ㆍ공부방,광주광역시,동구,55,55,48
교습소ㆍ공부방,광주광역시,서구,170,167,158
교습소ㆍ공부방,광주광역시,남구,177,176,158
교습소ㆍ공부방,광주광역시,북구,238,238,206
교습소ㆍ공부방,광주광역시,광산구,258,253,202
교습소ㆍ공부방,전라북도,전주시 완산구,262,258,220
교습소ㆍ공부방,전라북도,전주시 덕진구,181,177,156
교습소ㆍ공부방,전라북도,군산시,155,151,127
교습소ㆍ공부방,전라북도,익산시,126,126,114
교습소ㆍ공부방,전라북도,정읍시,28,28,24
교습소ㆍ공부방,전라북도,남원시,27,26,25
교습소ㆍ공부방,전라북도,김제시,29,29,27
교습소ㆍ공부방,전라북도,완주군,41,41,36
교습소ㆍ공부방,전라북도,진안군,6,6,5
교습소ㆍ공부방,전라북도,무주군,5,6,7
교습소ㆍ공부방,전라북도,장수군,6,6,4
교습소ㆍ공부방,전라북도,임실군,5,5,4
교습소ㆍ공부방,전라북도,순창군,6,6,6
교습소ㆍ공부방,전라북도,고창군,24,24,19
교습소ㆍ공부방,전라북도,부안군,13,13,14
교습소ㆍ공부방,전라남도,목포시,103,101,88
교습소ㆍ공부방,전라남도,여수시,121,120,100
교습소ㆍ공부방,전라남도,순천시,262,255,190
교습소ㆍ공부방,전라남도,나주시,70,67,37
교습소ㆍ공부방,전라남도,광양시,88,87,61
교습소ㆍ공부방,전라남도,담양군,14,13,14
교습소ㆍ공부방,전라남도,곡성군,10,10,9
교습소ㆍ공부방,전라남도,구례군,7,9,9
교습소ㆍ공부방,전라남도,고흥군,13,13,10
교습소ㆍ공부방,전라남도,보성군,12,12,14
교습소ㆍ공부방,전라남도,화순군,24,23,17
교습소ㆍ공부방,전라남도,장흥군,10,9,10
교습소ㆍ공부방,전라남도,강진군,9,9,8
교습소ㆍ공부방,전라남도,해남군,24,22,17
교습소ㆍ공부방,전라남도,영암군,11,9,9
교습소ㆍ공부방,전라남도,무안군,54,54,35
교습소ㆍ공부방,전라남도,함평군,4,*,*
교습소ㆍ공부방,전라남도,영광군,25,25,16
교습소ㆍ공부방,전라남도,장성군,12,12,10
교습소ㆍ공부방,전라남도,완도군,19,17,16
교습소ㆍ공부방,전라남도,진도군,5,5,3
교습소ㆍ공부방,전라남도,신안군,5,5,4
교습소ㆍ공부방,대구광역시,중구,92,92,79
교습소ㆍ공부방,대구광역시,동구,328,327,319
교습소ㆍ공부방,대구광역시,서구,92,91,87
교습소ㆍ공부방,대구광역시,남구,117,115,110
교습소ㆍ공부방,대구광역시,북구,439,423,351
교습소ㆍ공부방,대구광역시,수성구,1071,1051,964
교습소ㆍ공부방,대구광역시,달서구,663,659,546
교습소ㆍ공부방,대구광역시,달성군,235,226,176
교습소ㆍ공부방,경상북도,포항시 남구,219,212,150
교습소ㆍ공부방,경상북도,포항시 북구,344,341,243
교습소ㆍ공부방,경상북도,경주시,291,289,251
교습소ㆍ공부방,경상북도,김천시,146,139,108
교습소ㆍ공부방,경상북도,안동시,166,162,129
교습소ㆍ공부방,경상북도,구미시,352,334,294
교습소ㆍ공부방,경상북도,영주시,63,64,49
교습소ㆍ공부방,경상북도,영천시,56,56,47
교습소ㆍ공부방,경상북도,상주시,66,66,60
교습소ㆍ공부방,경상북도,문경시,33,33,23
교습소ㆍ공부방,경상북도,경산시,230,225,208
교습소ㆍ공부방,경상북도,군위군,12,12,8
교습소ㆍ공부방,경상북도,의성군,13,13,12
교습소ㆍ공부방,경상북도,청송군,4,4,3
교습소ㆍ공부방,경상북도,영양군,7,7,7
교습소ㆍ공부방,경상북도,영덕군,19,18,16
교습소ㆍ공부방,경상북도,청도군,11,10,10
교습소ㆍ공부방,경상북도,고령군,17,17,16
교습소ㆍ공부방,경상북도,성주군,8,8,8
교습소ㆍ공부방,경상북도,칠곡군,75,74,62
교습소ㆍ공부방,경상북도,예천군,46,42,27
교습소ㆍ공부방,경상북도,봉화군,10,10,10
교습소ㆍ공부방,경상북도,울진군,47,47,40
교습소ㆍ공부방,경상북도,울릉군,3,*,*
교습소ㆍ공부방,부산광역시,중구,25,25,24
교습소ㆍ공부방,부산광역시,서구,91,91,92
교습소ㆍ공부방,부산광역시,동구,32,31,32
교습소ㆍ공부방,부산광역시,영도구,65,65,56
교습소ㆍ공부방,부산광역시,부산진구,221,220,193
교습소ㆍ공부방,부산광역시,동래구,269,263,230
교습소ㆍ공부방,부산광역시,남구,243,236,199
교습소ㆍ공부방,부산광역시,북구,242,239,213
교습소ㆍ공부방,부산광역시,해운대구,453,448,404
교습소ㆍ공부방,부산광역시,사하구,264,261,235
교습소ㆍ공부방,부산광역시,금정구,202,197,171
교습소ㆍ공부방,부산광역시,강서구,166,165,117
교습소ㆍ공부방,부산광역시,연제구,169,170,149
교습소ㆍ공부방,부산광역시,수영구,180,181,169
교습소ㆍ공부방,부산광역시,사상구,128,124,112
교습소ㆍ공부방,부산광역시,기장군,203,198,147
교습소ㆍ공부방,울산광역시,중구,173,173,148
교습소ㆍ공부방,울산광역시,남구,296,292,230
교습소ㆍ공부방,울산광역시,동구,137,132,93
교습소ㆍ공부방,울산광역시,북구,209,205,167
교습소ㆍ공부방,울산광역시,울주군,162,157,123
교습소ㆍ공부방,경상남도,창원시 의창구,207,205,166
교습소ㆍ공부방,경상남도,창원시 성산구,195,188,173
교습소ㆍ공부방,경상남도,창원시 마산합포구,143,134,118
교습소ㆍ공부방,경상남도,창원시 마산회원구,136,134,94
교습소ㆍ공부방,경상남도,창원시 진해구,201,197,149
교습소ㆍ공부방,경상남도,진주시,306,297,228
교습소ㆍ공부방,경상남도,통영시,108,105,100
교습소ㆍ공부방,경상남도,사천시,58,57,50
교습소ㆍ공부방,경상남도,김해시,459,444,373
교습소ㆍ공부방,경상남도,밀양시,89,91,78
교습소ㆍ공부방,경상남도,거제시,166,169,152
교습소ㆍ공부방,경상남도,양산시,261,256,204
교습소ㆍ공부방,경상남도,의령군,9,9,8
교습소ㆍ공부방,경상남도,함안군,46,44,35
교습소ㆍ공부방,경상남도,창녕군,31,32,26
교습소ㆍ공부방,경상남도,고성군,22,22,18
교습소ㆍ공부방,경상남도,남해군,36,36,35
교습소ㆍ공부방,경상남도,하동군,21,21,22
교습소ㆍ공부방,경상남도,산청군,11,11,9
교습소ㆍ공부방,경상남도,함양군,19,19,19
교습소ㆍ공부방,경상남도,거창군,67,67,60
교습소ㆍ공부방,경상남도,합천군,16,16,14
교습소ㆍ공부방,제주특별자치도,제주시,493,487,399
교습소ㆍ공부방,제주특별자치도,서귀포시,188,183,157
교습학원,서울특별시,종로구,132,131,137
교습학원,서울특별시,중구,64,65,65
교습학원,서울특별시,용산구,110,111,103
교습학원,서울특별시,성동구,216,216,217
교습학원,서울특별시,광진구,335,331,322
교습학원,서울특별시,동대문구,268,265,263
교습학원,서울특별시,중랑구,208,207,208
교습학원,서울특별시,성북구,345,346,333
교습학원,서울특별시,강북구,154,152,152
교습학원,서울특별시,도봉구,247,246,253
교습학원,서울특별시,노원구,630,625,619
교습학원,서울특별시,은평구,456,453,469
교습학원,서울특별시,서대문구,299,299,293
교습학원,서울특별시,마포구,376,369,360
교습학원,서울특별시,양천구,905,903,879
교습학원,서울특별시,강서구,550,548,537
교습학원,서울특별시,구로구,294,288,292
교습학원,서울특별시,금천구,134,135,134
교습학원,서울특별시,영등포구,294,294,282
교습학원,서울특별시,동작구,343,341,338
교습학원,서울특별시,관악구,304,303,308
교습학원,서울특별시,서초구,834,845,825
교습학원,서울특별시,강남구,1684,1666,1585
교습학원,서울특별시,송파구,806,802,787
교습학원,서울특별시,강동구,568,560,558
교습학원,인천광역시,중구,98,98,89
교습학원,인천광역시,동구,25,25,25
교습학원,인천광역시,미추홀구,218,215,219
교습학원,인천광역시,연수구,508,506,488
교습학원,인천광역시,남동구,484,489,494
교습학원,인천광역시,부평구,390,387,396
교습학원,인천광역시,계양구,229,226,225
교습학원,인천광역시,서구,562,554,550
교습학원,인천광역시,강화군,41,42,41
교습학원,인천광역시,옹진군,*,*,*
교습학원,경기도,수원시 장안구,324,321,330
교습학원,경기도,수원시 권선구,311,305,299
교습학원,경기도,수원시 팔달구,144,144,153
교습학원,경기도,수원시 영통구,621,615,597
교습학원,경기도,성남시 수정구,267,266,249
교습학원,경기도,성남시 중원구,156,158,154
교습학원,경기도,성남시 분당구,1036,1029,1045
교습학원,경기도,의정부시,474,472,478
교습학원,경기도,안양시 만안구,185,185,191
교습학원,경기도,안양시 동안구,626,623,643
교습학원,경기도,부천시,826,815,821
교습학원,경기도,광명시,419,416,423
교습학원,경기도,평택시,483,476,454
교습학원,경기도,동두천시,60,61,55
교습학원,경기도,안산시 상록구,229,225,246
교습학원,경기도,안산시 단원구,335,331,348
교습학원,경기도,고양시 덕양구,509,502,493
교습학원,경기도,고양시 일산동구,442,444,446
교습학원,경기도,고양시 일산서구,490,488,509
교습학원,경기도,과천시,75,73,67
교습학원,경기도,구리시,293,294,284
교습학원,경기도,남양주시,731,720,710
교습학원,경기도,오산시,175,174,172
교습학원,경기도,시흥시,524,516,487
교습학원,경기도,군포시,325,325,332
교습학원,경기도,의왕시,137,134,134
교습학원,경기도,하남시,280,274,249
교습학원,경기도,용인시 처인구,225,220,226
교습학원,경기도,용인시 기흥구,641,636,635
교습학원,경기도,용인시 수지구,626,616,604
교습학원,경기도,파주시,465,463,431
교습학원,경기도,이천시,242,240,234
교습학원,경기도,안성시,154,155,151
교습학원,경기도,김포시,589,572,541
교습학원,경기도,화성시,1121,1104,1028
교습학원,경기도,광주시,302,301,305
교습학원,경기도,양주시,169,169,161
교습학원,경기도,포천시,66,65,69
교습학원,경기도,여주시,81,80,80
교습학원,경기도,연천군,20,20,21
교습학원,경기도,가평군,32,32,29
교습학원,경기도,양평군,72,74,73
교습학원,강원도,춘천시,315,314,303
교습학원,강원도,원주시,377,375,374
교습학원,강원도,강릉시,299,299,305
교습학원,강원도,동해시,89,89,89
교습학원,강원도,태백시,34,33,35
교습학원,강원도,속초시,71,72,76
교습학원,강원도,삼척시,37,38,39
교습학원,강원도,홍천군,41,41,43
교습학원,강원도,횡성군,31,31,33
교습학원,강원도,영월군,25,25,25
교습학원,강원도,평창군,21,20,24
교습학원,강원도,정선군,12,12,11
교습학원,강원도,철원군,31,31,33
교습학원,강원도,화천군,14,14,12
교습학원,강원도,양구군,12,12,12
교습학원,강원도,인제군,17,17,19
교습학원,강원도,고성군,8,8,8
교습학원,강원도,양양군,12,13,15
교습학원,대전광역시,동구,134,130,127
교습학원,대전광역시,중구,169,169,168
교습학원,대전광역시,서구,516,507,497
교습학원,대전광역시,유성구,343,343,332
교습학원,대전광역시,대덕구,130,129,136
교습학원,충청북도,청주시 상당구,193,190,178
교습학원,충청북도,청주시 서원구,269,264,265
교습학원,충청북도,청주시 흥덕구,294,291,282
교습학원,충청북도,청주시 청원구,188,186,187
교습학원,충청북도,충주시,216,216,209
교습학원,충청북도,제천시,115,114,109
교습학원,충청북도,보은군,17,17,17
교습학원,충청북도,옥천군,20,20,20
교습학원,충청북도,영동군,31,31,29
교습학원,충청북도,증평군,33,33,35
교습학원,충청북도,진천군,70,68,60
교습학원,충청북도,괴산군,9,9,10
교습학원,충청북도,음성군,33,33,38
교습학원,충청북도,단양군,9,9,10
교습학원,충청남도,천안시 동남구,215,214,217
교습학원,충청남도,천안시 서북구,602,603,588
교습학원,충청남도,공주시,70,70,73
교습학원,충청남도,보령시,81,81,84
교습학원,충청남도,아산시,253,255,253
교습학원,충청남도,서산시,171,171,157
교습학원,충청남도,논산시,61,59,59
교습학원,충청남도,계룡시,51,51,50
교습학원,충청남도,당진시,134,133,125
교습학원,충청남도,금산군,22,22,22
교습학원,충청남도,부여군,25,25,25
교습학원,충청남도,서천군,31,30,32
교습학원,충청남도,청양군,6,6,6
교습학원,충청남도,홍성군,80,80,75
교습학원,충청남도,예산군,46,46,45
교습학원,충청남도,태안군,34,34,35
교습학원,세종특별자치시,세종시,523,516,442
교습학원,광주광역시,동구,157,159,158
교습학원,광주광역시,서구,494,492,503
교습학원,광주광역시,남구,478,477,465
교습학원,광주광역시,북구,629,619,621
교습학원,광주광역시,광산구,684,678,674
교습학원,전라북도,전주시 완산구,673,673,668
교습학원,전라북도,전주시 덕진구,624,616,602
교습학원,전라북도,군산시,308,307,313
교습학원,전라북도,익산시,393,393,393
교습학원,전라북도,정읍시,96,96,98
교습학원,전라북도,남원시,74,74,77
교습학원,전라북도,김제시,43,42,43
교습학원,전라북도,완주군,99,98,97
교습학원,전라북도,진안군,10,10,9
교습학원,전라북도,무주군,17,15,15
교습학원,전라북도,장수군,11,11,11
교습학원,전라북도,임실군,10,9,9
교습학원,전라북도,순창군,14,14,14
교습학원,전라북도,고창군,31,31,32
교습학원,전라북도,부안군,29,28,26
교습학원,전라남도,목포시,311,309,314
교습학원,전라남도,여수시,374,374,374
교습학원,전라남도,순천시,367,362,361
교습학원,전라남도,나주시,109,110,106
교습학원,전라남도,광양시,177,176,187
교습학원,전라남도,담양군,13,12,11
교습학원,전라남도,곡성군,15,15,16
교습학원,전라남도,구례군,13,13,13
교습학원,전라남도,고흥군,35,33,32
교습학원,전라남도,보성군,18,18,19
교습학원,전라남도,화순군,49,49,54
교습학원,전라남도,장흥군,18,18,17
교습학원,전라남도,강진군,20,20,19
교습학원,전라남도,해남군,34,34,33
교습학원,전라남도,영암군,31,32,30
교습학원,전라남도,무안군,130,126,113
교습학원,전라남도,함평군,11,11,10
교습학원,전라남도,영광군,35,35,39
교습학원,전라남도,장성군,26,26,23
교습학원,전라남도,완도군,25,25,23
교습학원,전라남도,진도군,15,15,16
교습학원,전라남도,신안군,*,*,*
교습학원,대구광역시,중구,93,93,95
교습학원,대구광역시,동구,257,249,246
교습학원,대구광역시,서구,72,72,79
교습학원,대구광역시,남구,60,60,60
교습학원,대구광역시,북구,451,448,427
교습학원,대구광역시,수성구,794,797,789
교습학원,대구광역시,달서구,693,691,709
교습학원,대구광역시,달성군,296,288,278
교습학원,경상북도,포항시 남구,275,275,272
교습학원,경상북도,포항시 북구,308,308,321
교습학원,경상북도,경주시,263,262,257
교습학원,경상북도,김천시,97,97,94
교습학원,경상북도,안동시,183,180,184
교습학원,경상북도,구미시,611,609,608
교습학원,경상북도,영주시,118,118,125
교습학원,경상북도,영천시,64,64,68
교습학원,경상북도,상주시,72,72,72
교습학원,경상북도,문경시,57,57,55
교습학원,경상북도,경산시,271,268,265
교습학원,경상북도,군위군,3,3,3
교습학원,경상북도,의성군,13,13,12
교습학원,경상북도,청송군,9,9,9
교습학원,경상북도,영양군,7,6,8
교습학원,경상북도,영덕군,18,18,16
교습학원,경상북도,청도군,15,15,18
교습학원,경상북도,고령군,16,16,16
교습학원,경상북도,성주군,16,16,16
교습학원,경상북도,칠곡군,111,109,110
교습학원,경상북도,예천군,40,42,42
교습학원,경상북도,봉화군,10,10,9
교습학원,경상북도,울진군,34,34,32
교습학원,경상북도,울릉군,*,*,*
교습학원,부산광역시,중구,17,17,19
교습학원,부산광역시,서구,84,83,82
교습학원,부산광역시,동구,43,41,41
교습학원,부산광역시,영도구,52,52,49
교습학원,부산광역시,부산진구,375,369,368
교습학원,부산광역시,동래구,412,412,401
교습학원,부산광역시,남구,235,235,231
교습학원,부산광역시,북구,292,293,299
교습학원,부산광역시,해운대구,635,631,634
교습학원,부산광역시,사하구,293,291,287
교습학원,부산광역시,금정구,270,268,267
교습학원,부산광역시,강서구,172,165,136
교습학원,부산광역시,연제구,239,239,238
교습학원,부산광역시,수영구,230,229,236
교습학원,부산광역시,사상구,108,109,108
교습학원,부산광역시,기장군,193,192,171
교습학원,울산광역시,중구,278,275,283
교습학원,울산광역시,남구,691,692,708
교습학원,울산광역시,동구,154,153,151
교습학원,울산광역시,북구,271,268,250
교습학원,울산광역시,울주군,259,256,263
교습학원,경상남도,창원시 의창구,262,261,250
교습학원,경상남도,창원시 성산구,379,377,385
교습학원,경상남도,창원시 마산합포구,223,217,202
교습학원,경상남도,창원시 마산회원구,223,226,241
교습학원,경상남도,창원시 진해구,215,213,196
교습학원,경상남도,진주시,648,642,642
교습학원,경상남도,통영시,155,155,155
교습학원,경상남도,사천시,135,135,134
교습학원,경상남도,김해시,744,742,750
교습학원,경상남도,밀양시,80,80,81
교습학원,경상남도,거제시,268,267,260
교습학원,경상남도,양산시,432,427,417
교습학원,경상남도,의령군,8,8,8
교습학원,경상남도,함안군,51,52,57
교습학원,경상남도,창녕군,44,44,44
교습학원,경상남도,고성군,46,45,45
교습학원,경상남도,남해군,26,27,26
교습학원,경상남도,하동군,27,27,28
교습학원,경상남도,산청군,17,17,18
교습학원,경상남도,함양군,29,30,30
교습학원,경상남도,거창군,65,65,62
교습학원,경상남도,합천군,23,23,23
교습학원,제주특별자치도,제주시,596,593,584
교습학원,제주특별자치도,서귀포시,139,138,130
구내식당,서울특별시,종로구,199,199,208
구내식당,서울특별시,중구,179,182,203
구내식당,서울특별시,용산구,260,262,306
구내식당,서울특별시,성동구,95,95,103
구내식당,서울특별시,광진구,84,83,97
구내식당,서울특별시,동대문구,125,127,140
구내식당,서울특별시,중랑구,121,121,126
구내식당,서울특별시,성북구,162,162,179
구내식당,서울특별시,강북구,71,71,80
구내식당,서울특별시,도봉구,74,76,82
구내식당,서울특별시,노원구,119,119,127
구내식당,서울특별시,은평구,84,86,92
구내식당,서울특별시,서대문구,142,145,161
구내식당,서울특별시,마포구,176,177,189
구내식당,서울특별시,양천구,98,99,104
구내식당,서울특별시,강서구,148,146,152
구내식당,서울특별시,구로구,108,109,119
구내식당,서울특별시,금천구,92,92,98
구내식당,서울특별시,영등포구,199,200,210
구내식당,서울특별시,동작구,118,117,122
구내식당,서울특별시,관악구,185,187,208
구내식당,서울특별시,서초구,178,177,185
구내식당,서울특별시,강남구,246,244,257
구내식당,서울특별시,송파구,180,179,199
구내식당,서울특별시,강동구,92,94,102
구내식당,인천광역시,중구,104,105,107
구내식당,인천광역시,동구,38,39,44
구내식당,인천광역시,미추홀구,132,132,141
구내식당,인천광역시,연수구,88,92,101
구내식당,인천광역시,남동구,394,395,402
구내식당,인천광역시,부평구,167,165,176
구내식당,인천광역시,계양구,76,76,87
구내식당,인천광역시,서구,265,264,258
구내식당,인천광역시,강화군,35,35,36
구내식당,인천광역시,옹진군,7,7,8
구내식당,경기도,수원시 장안구,103,103,107
구내식당,경기도,수원시 권선구,114,114,121
구내식당,경기도,수원시 팔달구,116,116,120
구내식당,경기도,수원시 영통구,106,106,118
구내식당,경기도,성남시 수정구,57,57,64
구내식당,경기도,성남시 중원구,60,59,65
구내식당,경기도,성남시 분당구,163,164,170
구내식당,경기도,의정부시,72,73,82
구내식당,경기도,안양시 만안구,69,69,77
구내식당,경기도,안양시 동안구,111,110,123
구내식당,경기도,부천시,207,207,211
구내식당,경기도,광명시,123,124,140
구내식당,경기도,평택시,274,275,286
구내식당,경기도,동두천시,38,38,39
구내식당,경기도,안산시 상록구,138,139,151
구내식당,경기도,안산시 단원구,542,544,546
구내식당,경기도,고양시 덕양구,79,81,89
구내식당,경기도,고양시 일산동구,89,89,97
구내식당,경기도,고양시 일산서구,62,62,64
구내식당,경기도,과천시,27,27,27
구내식당,경기도,구리시,35,35,37
구내식당,경기도,남양주시,123,122,127
구내식당,경기도,오산시,94,94,93
구내식당,경기도,시흥시,563,565,574
구내식당,경기도,군포시,63,64,68
구내식당,경기도,의왕시,49,50,59
구내식당,경기도,하남시,43,43,46
구내식당,경기도,용인시 처인구,143,144,144
구내식당,경기도,용인시 기흥구,129,128,135
구내식당,경기도,용인시 수지구,55,55,59
구내식당,경기도,파주시,112,113,120
구내식당,경기도,이천시,131,130,137
구내식당,경기도,안성시,97,97,102
구내식당,경기도,김포시,81,81,88
구내식당,경기도,화성시,367,365,383
구내식당,경기도,광주시,83,82,86
구내식당,경기도,양주시,62,63,69
구내식당,경기도,포천시,43,43,46
구내식당,경기도,여주시,44,44,53
구내식당,경기도,연천군,18,18,19
구내식당,경기도,가평군,31,31,32
구내식당,경기도,양평군,31,31,34
구내식당,강원도,춘천시,84,85,89
구내식당,강원도,원주시,99,99,106
구내식당,강원도,강릉시,72,72,77
구내식당,강원도,동해시,46,47,48
구내식당,강원도,태백시,27,27,29
구내식당,강원도,속초시,35,35,42
구내식당,강원도,삼척시,29,29,32
구내식당,강원도,홍천군,22,22,26
구내식당,강원도,횡성군,15,15,17
구내식당,강원도,영월군,13,14,16
구내식당,강원도,평창군,22,22,24
구내식당,강원도,정선군,19,19,20
구내식당,강원도,철원군,13,13,14
구내식당,강원도,화천군,8,8,7
구내식당,강원도,양구군,7,7,7
구내식당,강원도,인제군,19,19,22
구내식당,강원도,고성군,19,19,19
구내식당,강원도,양양군,11,11,12
구내식당,대전광역시,동구,87,87,94
구내식당,대전광역시,중구,138,141,154
구내식당,대전광역시,서구,165,165,174
구내식당,대전광역시,유성구,179,181,185
구내식당,대전광역시,대덕구,90,91,94
구내식당,충청북도,청주시 상당구,58,58,70
구내식당,충청북도,청주시 서원구,44,44,49
구내식당,충청북도,청주시 흥덕구,120,119,120
구내식당,충청북도,청주시 청원구,64,66,69
구내식당,충청북도,충주시,98,96,105
구내식당,충청북도,제천시,74,74,75
구내식당,충청북도,보은군,14,14,16
구내식당,충청북도,옥천군,14,14,15
구내식당,충청북도,영동군,13,13,14
구내식당,충청북도,증평군,10,12,14
구내식당,충청북도,진천군,67,67,69
구내식당,충청북도,괴산군,27,28,30
구내식당,충청북도,음성군,94,94,89
구내식당,충청북도,단양군,30,30,31
구내식당,충청남도,천안시 동남구,109,111,115
구내식당,충청남도,천안시 서북구,155,157,163
구내식당,충청남도,공주시,77,78,82
구내식당,충청남도,보령시,45,45,46
구내식당,충청남도,아산시,161,163,155
구내식당,충청남도,서산시,99,99,102
구내식당,충청남도,논산시,55,54,59
구내식당,충청남도,계룡시,13,13,14
구내식당,충청남도,당진시,87,87,94
구내식당,충청남도,금산군,17,18,18
구내식당,충청남도,부여군,25,25,26
구내식당,충청남도,서천군,24,24,27
구내식당,충청남도,청양군,21,21,20
구내식당,충청남도,홍성군,32,31,33
구내식당,충청남도,예산군,34,34,36
구내식당,충청남도,태안군,29,30,34
구내식당,세종특별자치시,세종시,77,79,80
구내식당,광주광역시,동구,57,59,63
구내식당,광주광역시,서구,56,58,64
구내식당,광주광역시,남구,42,43,44
구내식당,광주광역시,북구,85,87,92
구내식당,광주광역시,광산구,138,137,136
구내식당,전라북도,전주시 완산구,107,107,120
구내식당,전라북도,전주시 덕진구,67,65,72
구내식당,전라북도,군산시,169,169,178
구내식당,전라북도,익산시,114,114,119
구내식당,전라북도,정읍시,48,48,48
구내식당,전라북도,남원시,44,44,48
구내식당,전라북도,김제시,43,43,45
구내식당,전라북도,완주군,54,55,56
구내식당,전라북도,진안군,7,7,7
구내식당,전라북도,무주군,9,9,10
구내식당,전라북도,장수군,12,13,13
구내식당,전라북도,임실군,19,19,19
구내식당,전라북도,순창군,9,9,9
구내식당,전라북도,고창군,8,9,9
구내식당,전라북도,부안군,26,26,28
구내식당,전라남도,목포시,74,75,77
구내식당,전라남도,여수시,123,123,128
구내식당,전라남도,순천시,78,78,83
구내식당,전라남도,나주시,32,32,34
구내식당,전라남도,광양시,42,42,39
구내식당,전라남도,담양군,16,16,14
구내식당,전라남도,곡성군,4,4,5
구내식당,전라남도,구례군,8,8,8
구내식당,전라남도,고흥군,23,23,26
